dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy
24-02-2023,67441770,"Praca w markecie, Dino Polska S.A. Olesno",Wszystkie ogłoszenia/Ogłoszenia Olesno/Praca Olesno/Praca Sprzedawca / Kasjer Olesno,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE
Olesno woj. małopolskie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb

stabilność zatrudnienia, umowę o pracę

możliwość rozwoju - stawiamy na awanse wewnętrzne

niezbędne szkolenia

atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Olesno,Pełen etat,Umowa o pracę
17-02-2023,66495595,"Praca dla os. z orzecz., Dino Polska S.A., Cisek",Wszystkie ogłoszenia/Ogłoszenia Cisek/Praca Cisek/Praca Sprzedawca / Kasjer Cisek,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE
Cisek, woj. opolskie

z orzeczonym stopniem niepełnosprawności

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb

stabilność zatrudnienia, umowę o pracę

możliwość rozwoju - stawiamy na awanse wewnętrzne

niezbędne szkolenia

atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,,Pełen etat,Umowa o pracę
18-05-2023,67563473,Formierz ok. 3000 Euro netto,Wszystkie ogłoszenia/Ogłoszenia Maciejowice/Praca Maciejowice/Praca Produkcja / Przemysł ciężki Maciejowice,https://sprzedajemy.pl/oferty-uzytkownika-7646442,,"
Agencja Pracy Koncepcja organizuje zatrudnienie w kraju i za granicą już od ponad 15 lat. 
Jest jedną z najstarszych stażem firm działających w branży pośrednictwa pracy do Niemiec na rynku polskim. 
Specjalizujemy się także w rekrutacji i selekcji kandydatów do pracy na terenie Wrocławia 
i Dolnego Śląska.
Dzięki naszemu długoletniemu doświadczeniu jesteśmy w stanie zaoferować Państwu bezpieczne i  legalne zatrudnienie u sprawdzonych pracodawców. 
Pracujemy tylko z wybranymi i starannie wyselekcjonowanymi firmami, tak aby zapewnić Państwu bezpieczną i satysfakcjonującą pracę. 

Posiadamy Certyfikat wydany przez Marszałka Województwa Dolnośląskiego potwierdzający wpis do Rejestru Agencji Zatrudnienia pod nr 1926. 



OBECNIE POSZUKUJEMY KANDYDATÓW DO PRACY NA STANOWISKU:

Pracownik odlewni:

     Odlewnik
     Formierz
     Rdzeniarz
     Operator urządzeń odlewniczych
     Oczyszczacz odlewów


Miejsce pracy: Niemcy, Augsburg (Bawaria)



OFERUJEMY:
• Stabilne zatrudnienie na pełny etat na co najmniej 24 miesiące
• Wynagrodzenie zależne od posiadanego doświadczenia i znajomości języka niemieckiego, może wynosić nawet 3100 euro/ etat 
• Zakwaterowanie oferuje pracodawca – pokoje 1 osobowe z dostępem do kuchni i łazienki. Koszt  zakwaterowania wynosi ok. 600 Euro/mc.
• Pracę w renomowanej firmie, która jest producentem dużych silników wysokoprężnych, gazowych oraz turbo maszyn
• Pracę w systemie 2 lub 3 zmianowym
• Możliwość nadgodzin 
• Brak konta czasu pracy
• Opłacane składki ubezpieczeniowe i emerytalne
• Wszystkie świadczenia przysługujące pracownikom z tytułu zatrudnienia na terenie Niemiec
• Wsparcie na każdym etapie rekrutacji, pomoc konsultanta w sprawach organizacyjnych
• Wsparcie w trakcie zatrudnienia w Niemczech
• Przygotowanie profilu zawodowego w języku niemieckim
• Okres zatrudnienia wliczany jest do stażu zaliczanego do uprawnień emerytalnych (po przepracowaniu 5 lat w Niemczech przysługuje prawo do niemieckiej emerytury)
• Umożliwiamy ubezpieczenie w firmie ubezpieczeniowej gwarantującej bezpłatną opiekę medyczną także w trakcie  pobytu w Polsce. Możliwość ubezpieczenia innych członków rodziny.
• Kandydaci podejmujący pracę za naszym pośrednictwem otrzymają 10 % rabat na usługi tłumaczeniowe wykonane w naszym biurze. W przypadku potrzeb tłumaczenia dokumentów na potrzeby np. kredytu w Polsce etc. Prosimy powołać się wówczas na to ogłoszenie
• Nie pobieramy opłat za nasze usługi pośrednictwa pracy.



OBOWIĄZKI:
Obowiązki uzależnione od konkretnego stanowiska np.: 
• Obsługa maszyn i urządzeń odlewniczych
• Przygotowywanie form
• Przygotowywanie rdzeni
• Szlifowanie
• Oczyszczanie odlewów 
• Usuwanie nierówności odlewniczych oraz pozostałości form przy użyciu szlifierek i młotów  pneumatycznych
• Rozformowywanie
• Gratowanie
• Krawędziowanie
• Szlifowanie



WYMAGANIA:
• Doświadczenie zawodowe na podobnym stanowisku
• Wiedza z zakresu obróbki metali
• Znajomość języka niemieckiego mile widziana 
• Własny samochód
• Umiejętność pracy w zespole.




SPOSÓB APLIKOWANIA: 

CV w języku polskim oraz (jeżeli Państwo posiadają) niemieckim, kopie dokumentów potwierdzających wykształcenie, umiejętności i doświadczenie zawodowe prosimy przesyłać na adres email: 

re*******a@k********.eu
W CV prosimy o podanie klauzuli dotyczącej przetwarzania danych osobowych 
Na potrzeby tylko powyższej rekrutacji:
Wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej aplikacji przez Koncepcja z siedzibą we Wrocławiu ul. Podwale 62/2, 50-010 Wrocław na potrzeby przeprowadzenia procesu rekrutacji.
Na potrzeby długofalowego procesu rekrutacyjnego:
Wyrażam zgodę na przetwarzanie danych osobowych zawartych w mojej aplikacji przez Koncepcja z siedzibą we Wrocławiu na potrzeby przyszłych procesów rekrutacji oraz przesyłanie aktualnych ofert pracy odpowiadających mojemu profilowi zawodowemu.
Informujemy, ze przesłanie cv oznacza jednoczesną zgodę na przetwarzanie Państwa danych osobowych. Zgodę można odwołać w każdej chwili wysyłając nam maila na adres: re*******a@k********.eu

Dziękujemy za przesłane dokumenty, po wstępnej selekcji, skontaktujemy się z wybranymi kandydatami.


Agencja Pracy Koncepcja, Wrocław ul. Podwale 62/2, 

Nr tel. ** *******, 
kom., +48 790 613 052, 
kom. +48 790 592 719, 
kom.  +48 792 785 242,  
kom. +48 690 204 470, 

(w przypadku niedostępności pozostałych telefonów + 48 791080654)
Posiadamy wiele innych ofert pracy także w innych lokalizacjach – podaj nam swoje życzenia i preferencje a dopasujemy odpowiednią ofertę.


E.Mail: re*******a@k********.eu
Więcej ofert pracy na naszej stronie internetowej:  www.************
",,,,,Maciejowice,Pełen etat,Umowa o pracę
19-03-2023,67563921,"Pracownik ogólnobudowlany, pomocnik",Wszystkie ogłoszenia/Ogłoszenia Kielce/Praca Kielce/Praca Budownictwo / Geodezja Kielce,https://sprzedajemy.pl/oferty-uzytkownika-6259427,,"
Przyjmę do pracy pracowników ogólnobudowlanych oraz pomocników.
Praca przy wznoszeniu budynków wielorodzinnych oraz użyteczności publicznej na terenie Kielc, Starachowic i okolic.
Wynagrodzenie uzależnione od umiejętności.
Mile widziane doświadczenie w murowaniu, szalowaniu i zbrojeniu.
Wymagane chęci do pracy i sumienność.
Więcej informacji pod nr tel 6*9*1*9*1*9*4*1*5
",25,30,zł,godz. brutto,Kielce,Pełen etat,Umowa o pracę/Umowa zlecenie
17-04-2023,67709700,Magazynier DHL,Wszystkie ogłoszenia/Ogłoszenia Kraków/Praca Kraków/Praca Magazyn / Logistyka Kraków,https://sprzedajemy.pl/oferty-uzytkownika-9676741,,"
MAGAZYNIER DHL
Kassel

Oferujemy:
• stawkę 13,00 EURO brutto/h,
• możliwość pobierania zaliczek po przepracowanym tygodniu roboczym,
• darmowe zakwaterowanie – dobry standard, wyposażenie + Wi-Fi,
• wszystkie przepracowane godziny są wypłacane (brak zeitkonta!),
• legalne zatrudnienie na terenie Niemiec, na podstawie umowy o pracę tymczasową,
• stałą opiekę polskiego koordynatora,
• pracę w polskim zespole i z polskimi brygadzistami,
• koordynowanie dojazdu dom-praca-dom w Niemczech,
• zwrot kosztów za dojazd z Polski do Niemiec – po 3 miesiącach pracy,
• możliwość rozwoju zawodowego w międzynarodowej firmie,
• program Zarabianie przez Polecanie – otrzymasz dodatkowo 100 EURO brutto za każdą poleconą osobę.

Obowiązki:
• załadunek i rozładunek paczek, skanowanie,
• dbałość o odpowiednie zabezpieczenie i składowanie towaru,
• prace porządkowe na magazynie.

Wymagania:
• sprawność fizyczna,
• doświadczenie w pracy na sortowni DHL!
• zaświadczenie z Krajowego Rejestru Karnego,
• mile widziane – własne auto.

Zadzwoń już teraz!
+48 *** *** ***

Administratorem danych jest HR Navigator z siedzibą w 32-447 Siepraw, ul. Kalinowa 96, HR Now z siedzibą w 32-050 Skawina, ul. Gen. Emila Fieldorfa ""Nila"" 7 oraz HR Creator z siedzibą w 30-390 Kraków, ul. Zawiła 69. Dane są przetwarzane dla potrzeb prowadzenia procesów rekrutacyjnych. Podanie danych jest dobrowolne. Ma Pani/Pan prawo dostępu do treści swoich danych oraz ich poprawiania i usuwania.
HR Navigator jest agencją zatrudnienia posiadającą certyfikat potwierdzający wpis do rejestru podmiotów prowadzących agencję zatrudnienia pod numerem 11850.
HR Now jest agencją zatrudnienia posiadającą certyfikat potwierdzający wpis do rejestru podmiotów prowadzących agencję zatrudnienia pod numerem 24977.
HR Creator jest agencją zatrudnienia posiadającą certyfikat potwierdzający wpis do rejestru podmiotów prowadzących agencję zatrudnienia pod numerem 14997.

Prosimy o dopisanie następujących klauzul:
„Wyrażam zgodę na przetwarzanie przez HR Navigator, HR Now oraz HR Creator moich danych osobowych zawartych w aplikacji dla potrzeb procesu rekrutacji zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO)”.

„Wyrażam zgodę na przetwarzanie przez HR Navigator, HR Now oraz HR Creator moich danych osobowych na potrzeby przyszłych rekrutacji.”

„Wyrażam zgodę na przekazywanie i przetwarzanie moich danych osobowych podmiotom współpracującym z HR Navigator, HR Now oraz HR Creator na potrzeby przyszłych rekrutacji.”
",,,,,Kraków,Pełen etat,Umowa o pracę
12-05-2023,64165683,BLACHARZ SAMOCHODOWY - niewymagana znajomosc j.niemieckiego,Wszystkie ogłoszenia/Ogłoszenia Racibórz/Praca Racibórz/Praca Motoryzacja Racibórz,https://sprzedajemy.pl/oferty-uzytkownika-7518250,,"
Firma Euro Labora Sp.J. (o nr certyfikatu: 14601) dla swojego niemieckiego klienta poszukuje pracowników na stanowisko:

BLACHARZ SAMOCHODOW OSOBOWYCH DO 3,5 t
- niewymagana znajomość j. niemieckiego

Miejsce pracy: Niemcy – 92431 Neunburg vorm Wald
Nr ref: BLACH-NEUNBURG/DE/2023

Opis stanowiska:
- praca na terenie nowoczesnego zakladu produkcyjnego
- naprawa karoserii – samochody osobowe, busy, dostawcze do 3,5T 
- przygotowanie powierzchni: oklejanie, szlifowanie, czyszczenie, odtłuszczanie, szpachlowanie 
- kontrola jakości 
- stawka:13,00E brutto/H + 35,00 E diety dziennej 
- tanie mieszkanie (130 E/mies) w bardzo bliskiej odległości od firmy

Wymagania:
-doświadczenie zawodowe 
-wykształcenie kierunkowe lub ukończone kursy
-samodzielność 
-mile widziane prawo jazdy oraz samochód na wyjazd 
-mile widziana znajomość j. niemieckiego 

Oferujemy:
- niemiecką umowę o pracę na czas nieokreślony, zawartą przed wyjazdem 
- ubezpieczenie oraz składki zdrowotne i emerytalne odprowadzane na terenie Niemiec 
- zakwaterowanie, pokój jednoosobowy
- opiekę polskojęzycznego koordynatora
- możliwość pracy w godzinach dodatkowych oraz godzinach nocnych płatnych od +25%
- płatny urlop w wymiarze 25 dni w roku
- dodatek urlopowy i świąteczny  (od 180 euro po przepracowaniu 6 m-cy)
- płatne dni ustawowo wolne od pracy
- premię za polecenie nowych pracowników
- odzież ochronną
- dostęp do mobilnej aplikacji  pracowniczej


Zainteresowany? Wyślij swoje aktualne CV wraz z zgodą na przetwarzanie danych osobowych na adres mailowy dodając w temacie numer referencyjny: BLACH-NEUNBURG/DE/2023
",9500,10000,zł,mies. brutto,Racibórz,Pełen etat,Umowa o pracę
30-12-2023,67155621,Elektryk Budowlany do Flensburg – Niemcy od 09.01.2023,Wszystkie ogłoszenia/Ogłoszenia Poznań/Praca Poznań/Praca Budownictwo / Geodezja Poznań,https://sprzedajemy.pl/oferty-uzytkownika-9171276,,"
ELEKTRYK Budowlany

Miejsce pracy: Flensburg

Instalacje elektryczne biurowce




WYMAGANIA:

§  język niemiecki komunikatywny

§  auto jest mile widziane

§  szkoła kierunkowa / zawodówka typu Elektryk itd. lub SEP i doświadczenie




ZAKRES OBOWIĄZKÓW:

§  instalacje elektryczne w muzeum




OFERUJEMY:

§  umowa o pracę na warunkach niemieckich

§  możliwość uzyskania podwyżek, urlop płatny, zjazdy do polski

§  stawka: 13 Euro + dieta godzinowa 6,50 Euro netto

§  praca min 40 godzin tygodniowo do 60 godzin

§  kwatera: pokoj jednoosobowy organizowany poprzez pracodawce




KONTAKT:

tel. +48 *** *** ***

mail: in*o@w**********com




Prosimy o załączenie klauzuli:

„Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w mojej ofercie pracy dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z Ustawą z dnia 29.08.1997 roku o Ochronie Danych Osobowych; tekst jednolity: Dz. U. z 2002r. Nr 101, poz. 926 ze zm.)”
",,,,,,Pełen etat,Umowa o pracę
05-05-2023,67623558,Kierowca C+E Grodzisk- Wywrotka,Wszystkie ogłoszenia/Ogłoszenia Pruszków/Praca Pruszków/Praca Transport / Spedycja / Dystrybucja Pruszków,https://sprzedajemy.pl/oferty-uzytkownika-2331272,,"
Od jutra Zatrudnie kierowce C+E na patelnie+Daf automat, wożenie kruszyw itp , baza znajduje sie w okolicach Podkowy Leśnej koło Pruszkowa,  stawka 30pln za godzine na rękę, może być też dorywczo 2-3 dni w tygodniu,
",35,36,zł,godz. brutto,Pruszków,Pełen etat,Inna
05-05-2023,67787592,Praca chałupnicza,Wszystkie ogłoszenia/Ogłoszenia Chocznia/Praca Chocznia/Pozostała praca Chocznia,https://sprzedajemy.pl/oferty-uzytkownika-8108630,,"
Proste chałupnicze prace o różnej wykonalności produktów,
  oferta obejmuje całą Polskę. Zainteresowane osoby prosimy
   pisać na maila Tn******4@g*****com
",90,2100,zł,mies. brutto,Chocznia,Pełen etat,Umowa zlecenie/Samozatrudnienie
01-05-2023,67772651,Praca w Szwajcarii,Wszystkie ogłoszenia/Ogłoszenia Gdynia/Praca Gdynia/Pozostała praca Gdynia,https://sprzedajemy.pl/oferty-uzytkownika-9729783,,"
Szanowni Państwo,

Chcielibyśmy poinformować o ofertach pracy w Szwajcarii w różnych sektorach. Szukamy dekarzy, instalatorów sufitów/ceiling fixers, operatorów CNC, murarzy, blacharzy, hydraulików, elektryków, instalatorów ogrzewania, wod-kan, ogrodników, architektów ogrodów, monterów rusztowań, tynkarzy, operatorów dźwigu, inżynierów mechatroniki oraz budownictwa, monterów klimatyzacji, monterów hydrauliki, pracowników budowy dróg oraz stolarzy.

Wymagania:
• komunikatywny język niemiecki;
• doświadczenie zawodowe;
• wynagrodzenie na poziomie 6000 - 8000 CHF.

Oferujemy umowę o pracę. Rekrutacja odbywa się on-line.

Z poważaniem,
Zespół rekrutacyjny.
",28000,38400,zł,mies. brutto,Gdynia,Pełen etat,Umowa o pracę
22-02-2023,67431748,"Praca dla os. z orzecz., Dino Polska S.A., Gadka",Wszystkie ogłoszenia/Ogłoszenia Gadka/Praca Gadka/Praca Sprzedawca / Kasjer Gadka,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy osoby do 

PRACY W MARKECIE 

Gadka woj. świętokrzyskie

z orzeczonym stopniem niepełnosprawności

ODPOWIEMY NA KAŻDE ZGŁOSZENIE!

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

 

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb
stabilność zatrudnienia, umowę o pracę
możliwość rozwoju - stawiamy na awanse wewnętrzne
niezbędne szkolenia
atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Gadka,Pełen etat,Umowa o pracę
30-11-2023,67034356,Pracownik gospodarstwa – praca przez święta!,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Budownictwo / Geodezja Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-7419323,,"
INTERIMAX to marka należąca do HRBC Group. Realizujemy projekty dla polskich i zagranicznych przedsiębiorstw. Jeśli poszukujesz nowych wyzwań i możliwości pracy - nasza oferta jest dla Ciebie! Numer certyfikatu agencji: 16546.

Branża: Rolnictwo, Ogrodnictwo, Hodowla
Kraj: Francja
Region / województwo: Hauts-de-France
Miejsce pracy / miejscowość: okolice Lille

Zadania:
• opieka nad zwierzętami - karmienie, czyszczenie (kury i konie)
• zaganianie zwierząt, przygotowanie drobiu do przewozu w skrzyniach
• drobne prace naprawcze, tzw. złota rączka, malowanie bram i ogrodzeń, budynków gospodarczych
• ustawianie przeszkód na wybiegu dla koni
• bieżące prace zlecone na gospodarstwie
• praca fizyczna
________________________________________
Oferujemy:
• legalne zatrudnienie w oparciu o francuską umowę o pracę tymczasową dzięki czemu jesteś częścią francuskiego systemu podatkowego, emerytalnego i socjalnego
• możliwość podjęcia długoterminowej współpracy (praca przez cały rok)
• bezpłatne zakwaterowanie - mieszkanie na terenie gospodarstwa
• wynagrodzenie miesięczne przy 155h - ok. 1500€ netto
• częściowy zwrot kosztu dojazdu do Francji: 50-100€
• zwrot kosztu zakupu ubrania roboczego do 80€
• możliwość otrzymania zaliczki 
• opiekę zdalnego, francuskojęzycznego koordynatora 7 dni w tygodniu
• pomoc w dopełnieniu wszelkich formalności przed wyjazdem
________________________________________
Wymagania:
• doświadczenie w pracy na gospodarstwie warunek konieczny!
• doświadczenie w pracy ze zwierzętami
• ogólna sprawność fizyczna (praca fizyczna)
• mile widziana podstawowa znajomość języka francuskiego

Aplikuj: http*************************************************************************
Tel: +48*********




KLAUZULA INFORMACYJNA
 
1. Administratorem danych osobowych jest HRBC Group Sp. z o.o. z siedzibą przy ul. Ślusarskiej 6/3, 30-710 w Krakowie. Dane kontaktowe Administratora, w tym dane Inspektora Ochrony Danych, dostępne są pod adresem www.************ 
2. Bezpośredni kontakt z Inspektorem Ochrony Danych możliwy jest pod adresem podanym na stronie www.************ 
3. Dane osobowe przetwarzane są w celu realizacji procesu rekrutacyjnego. Przesłanie do nas zgłoszenia rekrutacyjnego będzie równoznaczne z wyrażeniem zgody na udział w danym procesie rekrutacyjnym (art. 6.1.a RODO). 
4. Dane osobowe mogą być udostępniane pracodawcom w celu zatrudnienia lub realizacji dalszych etapów rekrutacji zgodnie z celem przetwarzania. Dane mogą być ujawniane naszym podwykonawcom wyłącznie w zakresie świadczonych dla nas usług, w szczególności podmiotom wykonującym usługi serwisowe, doradcze, konsultacyjne, serwisowi IT i dostawcom usług hostingu. 
5. Dane będą przechowywane przez okres trwania procesu rekrutacyjnego i usunięte w przypadku niepodjęcia pracy. W przypadku wyrażenia dobrowolnej zgody na udział w przyszłych rekrutacjach, dane będą przechowywane aż do momentu jej wycofania. 
6. Przysługuje Państwu prawo do żądania od administratora dostępu do danych osobowych dotyczących swojej osoby, ich sprostowania, usunięcia lub ograniczenia przetwarzania, a także prawo do wniesienia sprzeciwu, prawo do żądania przeniesienia danych oraz prawo do wniesienia skargi do organu nadzorczego. 
7. W przypadku wyrażonej zgody mają Państwo prawo do jej cofnięcia w dowolnym momencie przy czym wycofanie tej zgody nie wpływa na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem. 
8. Informujemy także, że podanie danych jest dobrowolne, ale niezbędne do wzięcia udziału w rekrutacji. Brak wyrażenia zgody na udział w przyszłych rekrutacjach nie będzie stanowić przyczyny odmowy zatrudnienia.
",,,,,,Inna,Umowa o pracę
26-04-2023,67753164,Szefowie kuchni/pomocnicy w kuchni - praca we Francji (1556),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Praca Gastronomia / Catering Lublin/Praca Kelnerzy Lublin,https://sprzedajemy.pl/oferty-uzytkownika-9685626,,"
Obecnie dla naszego klienta z Francji poszukujemy kandydatów na stanowisko:
Szefowie kuchni/pomocnicy w kuchni
Lokalizacja: Różne miasta.
Zadania: Przygotowywanie posiłków, wydawanie potraw, utrzymywanie porządku w kuchni.
Wymagania: język angielski.
Oferujemy: umowę o pracę na pełny etat, od 1600 do 1800 €/ miesiąc (net), darmowe zakwaterowanie.

Po więcej informacji zapraszamy pod numer telefonu i e-mail: 
info [at] reditus.lt , 370 611 45080.
",,,,,Lublin,Pełen etat,Umowa o pracę
09-02-2023,67357653,Prowadzący cieśli i zbrojarzy  Szwecja,Wszystkie ogłoszenia/Ogłoszenia Toruń/Praca Toruń/Praca Budownictwo / Geodezja Toruń,https://sprzedajemy.pl/oferty-uzytkownika-9616947,,"
PRACA SZUKA WŁAŚNIE CIEBIE!
Kasa na pewno się przyda ? Szukamy Prowadzących Cieśli i Zbrojarz/Brygadzistę do Szwecji.
Zakwaterowanie, oddelegowanie, bilet do kraju, narzędzia do pracy, samochód i szkolenia BHP opłaca szef!
Jeżeli masz:
• Doświadczenie w pracy jako cieśla/zbrojarz,
• Nadzór nad zespołem od 4 do 10 osób,
• Czytanie rysunku technicznego,
• Zaangażowanie oraz chęć do pracy. 

Zadzwoń lub napisz – „BRYGADZISTA” - *********
KRAZ 13 471
",,,,,,Pełen etat,Umowa o pracę
13-05-2023,66829886,"Gipsy, gładzie, malowanie. Złota Rączka",Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Budownictwo / Geodezja Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-1222717,,"
Niewielka firma o stabilnej pozycji na rynku, o nazwie  Warszawskie- Pogotowie- Techniczne, świadcząca przede wszystkim usługi serwisowe, złotej rączki.
 oferuje pracę przy remontach, odświeżamy mieszkania, lokale usługowe, lokale handlowe. Wyłącznie dla stałych klientów wykonujemy małe i duże remonty. 
Obecnie poszukujemy na wczoraj - gipsiarz malarz. 
Jeżeli jesteś pracowity, chcesz zarabiać 1250,00  - 1500,00 minimum tygodniowo, nie pijesz w pracy, jesteś samodzielny i pracowity, oferta skierowana jest właśnie dla Ciebie.
Wynagrodzenie płatne tygodniowo, możliwe zaliczki na pilne potrzeby.  
Po trzech dniach próbnych stawka ustalana indywidualnie. Na start oferuję 25,00 zł netto (do ręki) za godzinę uczciwej pracy. 
Dla bardzo  potrzebujących możliwe zakwaterowanie.  
Kontakt telefoniczny, lub jak nie odbieram proszę o sms, oddzwonię. 
Doświadczony pracodawca, od około 20 lat w budowlance. Ceniący wykonanie normy pracy (pracowitość wynagradzam dodatkowo), posiadam szereg uprawnień, między innymi mistrza budowlanego, uprawnienia pedagogiczne - kształcenia w branży budowlanej. Nie narzucam systemu wykonywanej pracy przez pracownika, daję wolną rękę, liczy się efekt. Zawsze omawiam i ustalam technologiczne wykonanie robót wykończeniowych,  chętnie doradzam znam materiały.  Oferuję wykonywanie zleceń w wygodnych warunkach, zapewniam sprzęt i materiały według kryteriów i predyspozycji pracownika,  zapewniam merytoryczne wsparcie technologiczne mniej doświadczonym fachowcom. 

Tel. *** *** ***
",20,50,zł,godz. brutto,Warszawa,Pełen etat,Umowa o pracę/Umowa o dzieło/Umowa zlecenie/Samozatrudnienie/Inna
07-04-2023,67667634,"Praca w markecie, Dino Polska S.A., Widawa",Wszystkie ogłoszenia/Ogłoszenia Widawa/Praca Widawa/Praca Sprzedawca / Kasjer Widawa,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy:

Praca w markecie
Widawa, łódzkie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?


PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb
stabilność zatrudnienia, umowę o pracę
możliwość rozwoju - stawiamy na awanse wewnętrzne
niezbędne szkolenia
atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Widawa,Pełen etat,Umowa o pracę
20-04-2023,67724919,LAKIERNIK SAMOCHODOWY,Wszystkie ogłoszenia/Ogłoszenia Racibórz/Praca Racibórz/Praca fizyczna Racibórz,https://sprzedajemy.pl/oferty-uzytkownika-7518250,,"
Firma Euro Labora Sp.J. (o nr certyfikatu: 14601) dla swojego niemieckiego klienta poszukuje pracowników na stanowisko:

LAKIERNIK SAMOCHODOWY 

Miejsce pracy: Niemcy – 07806 Neustadt
Nr Ref: LAK-NEU/DE/2023

Zakres obowiązków: 
- przygotowanie powierzchni do lakierowania– szpachlowanie, szlifowanie, gruntowanie, oklejanie elementów
- lakierowanie elementów samochodów osobowych różnych marek
- dbanie o jakość wykonanej pracy
- stawka: 14,50 euro brutto/h + 40,00 euro netto dziennej

Wymagania:
- doświadczenie zawodowe
- komunikatywna znajomość j. niemieckiego (ew. j. angielskiego)
- prawo jazdy kat. B (samochód na wyjazd)

Oferujemy:
- niemiecką umowę o pracę na czas nieokreślony, zawartą przed wyjazdem 
- ubezpieczenie oraz składki zdrowotne i emerytalne odprowadzane na terenie Niemiec 
- zakwaterowanie, pokój jednoosobowy
- opiekę polskojęzycznego koordynatora
- możliwość pracy w godzinach dodatkowych oraz godzinach nocnych płatnych od +25%
- płatny urlop w wymiarze 25 dni w roku
- dodatek urlopowy i świąteczny  (od 180 euro po przepracowaniu 6 m-cy)
- płatne dni ustawowo wolne od pracy
- premię za polecenie nowych pracowników
- odzież ochronną
- dostęp do mobilnej aplikacji  pracowniczej


Zainteresowany? Wyślij swoje aktualne CV wraz z zgodą na przetwarzanie danych osobowych na adres mailowy dodając w temacie numer referencyjny: LAK-NEU/DE/2023
",13000,14000,zł,mies. brutto,Racibórz,Pełen etat,Umowa o pracę
