word,emotions
kuplerstwo,0
kuplet,0
kupny,0
kupować,0
kupsztaa,0
kupywać,0
kur czteroier,0
kur rogacz,0
kura,0
kura domowy,1
kura znosząca złote jajko,1
kura znosząca złote jajo,1
kuracja uderzeniowy,0
kuracjusz,0
kurak,0
kurara,0
kuratela,1
kurator,0
kurator sztuka,0
kuratorium,0
kuratorium oświata,0
kuratorstwo,0
kuratura,0
kurczaczek,0
kurczakowy,0
kurczliwość,0
kurczliwy,0
kurczowy,1
kurczyć,0
kurczątko,0
kurczęcy,0
kurdiuk,0
kurdupel,1
kurduplowaty,1
kurdybanowy,0
kurdyjski,0
kurek na kościół,1
kurewski,1
kureń,0
kurfirst,0
kurfirszt,0
kurhan,0
kurhanek,0
kurhannik,0
kurhannik jasny,0
kurhannik zwyczajny,0
kuria,0
kuria diecezjalny,0
kuria metropolitarny,0
kurier,1
kurier dyplomatyczny,0
kurier podhalański,0
kurier tatrzański,0
kuriozalnia,1
kurka błotny,1
kurka wodny,1
kurkowy,0
kurna chata,0
kurna olek,1
kurnik,0
kurnosy,0
kurobrody,0
kurobród nowozelandzki,0
kurobród różnodziób,0
kurol,0
kuroniówka,0
kuropatwiarnia,0
kuropatwiarz,0
kurort,0
kurortowy,0
kurowaty,0
kurs,0
kurs otworzyć,0
kurs płynny,0
kurs stały,0
kurs sztywny,0
kurs walutowy,0
kurs wymiana,0
kurs zamknięcie,0
kursywny,0
kurtaczek,0
kurtaż,0
kurtek mniejszyć,0
kurtodrozd,0
kurtuazja,1
kurtuazyjniy,0
kurtuazyjność,1
kurtuazyjny,1
kurtyna,0
kurtyna skalny,0
kurtyna zero,0
kurtyzana,1
kurusz,0
kurwa,1
kurwa jego mać,1
kurwa mać,1
kurwa twoja mać,1
kurwidołek,1
kurwik,1
kurwiszcze,1
kurwiszon,1
kurwić,1
kurytarz,0
kurytarzyk,0
kurza melodia,1
kurza stopa,1
kurza twarz,1
kurzajka,0
kurze łapki,1
kurzy móżdżek,1
kurzysko,0
kurzyć,1
kurzyślad błękitny,0
kusacz,0
kusaczeko,0
kusak,0
kusak cezarka,0
kusak czerwonopokrywy,0
kusak oleny,0
kusakowaty,0
kusiciel,1
kusicielka,1
kusicielski,1
kusokrywka,0
kusokrywka wielki,0
kusokrywka wiązowy,0
kusokurek,0
kustodia,0
kustosz,0
kusy,1
kuszetka,0
kusztyczek,0
kusztyk,0
kuszyk,0
kuszący,1
kutafon,1
kutan,0
kutas,1
kutas złamany,1
kutasi łeb,1
kutasiarz,1
kuternoga,1
kutnerowaty,0
kutwa,1
kutykularny,0
kuvasz węgierski,0
kuvaszyt,0
kuwać,0
kuweta,0
kuzimanza,0
kuzyna,0
kuzynka,0
kuzynostwo,0
kuć,0
kułactwo,0
kułak,1
kuźnia,1
kuźnica,0
kuźniczy,0
kwacha,0
kwacha malawijski,0
kwacha zambijski,0
kwadra,0
kwadrans,0
kwadrans akademicki,0
kwadrant,0
kwadrat,0
kwadrat magiczny,0
kwadratnik długonogi,0
kwadratnik trzcinowy,0
kwadratnikowaty,0
kwadratobajt,0
kwadratogram,0
kwadratometr,0
kwadratowy,0
kwadratura kół,1
kwadrupla,0
kwadrygant,0
kwadrygowiec,0
kwadryliard,0
kwadrywium,0
kwalifikacje,0
kwalifikacyjny,0
kwalifikant,0
kwalifikator,0
kwalifikowalność,0
kwalifikowalny,1
kwalifikowany,1
kwantowy,0
kwantum,0
kwantytatywn,0
kwanza,0
kwarantanna,0
kwarcowy,0
kwarcytowy,0
kwarta,0
kwarta amerykański,0
kwarta angielski,0
kwartalnia,0
kwartał,0
kwartecik,0
kwartet,0
kwartet fletowy,0
kwartet fortepianowy,0
kwartet smyczkowy,0
kwartetowy,0
kwartowy,0
kwas arsenawy,0
kwas arsenowy(III),0
kwas kainowy,0
kwas selenowy,0
kwas selenowy(VI),0
kwasek,0
kwasek cytrynowy,0
kwasica,0
kwasica ketonowy,0
kwasić,1
kwasić się,1
kwaskowaty,0
kwaskowy,0
kwasotwórczy,0
kwasowy,1
kwasowęglówka,0
kwasy,1
kwaszarnia,0
kwatera,0
kwatera główny,0
kwatera prywatny,0
kwatera wojenny,0
kwatera zastępczy,0
kwatereczka,0
kwaterka,0
kwatermistrz,0
kwatermistrzostwo,0
kwaterunek,0
kwaterunkowy,0
kwaśnawy,0
kwaśne mleko,0
kwaśny,1
kwerenda,0
kwestarz,0
kwestionariuszowy,0
kwestionować,1
kwestor,0
kwestura,0
kwiaciarenka,0
kwiaciarnia,0
kwiaciarz,0
kwiaciasty,0
kwiatkowy,0
kwiatomir czteroplamyyć,0
kwiaton,0
kwiatowiec australijski,0
kwiatowy,0
kwiatówka,0
kwieciak,0
kwieciak bawełniany,0
kwieciak gruszowiec,0
kwieciak jabłkowiec,0
kwieciak sosnowiec,0
kwieciarnia,0
kwiecie,1
kwiecień,0
kwiecista,1
kwiecistość,1
kwiecisty,1
kwietnica okazały,0
kwietnica różówka,0
kwietniczek dwojaczka,0
kwietnik,0
kwietniowy,0
kwietny,1
kwietysta,0
kwietyzm,1
kwinkunks,0
kwinta,0
kwintal,0
kwintdecyma,0
kwintet,0
kwintet Stephenativus,0
kwintet fortepianowy,0
kwintet smyczkowy,0
kwintola,0
kwintyliard,0
kwintylion,0
kwiryta,0
kwitnąć,1
kwiz,0
kwoka,1
kworum,0
kwota,0
kwota bazowy,0
kwota cukrowy,0
kwota importowy,0
kwota mleczny,0
kwota połowowy,0
kwotka,0
kwotowy,0
kwękać,1
kyat,0
kynolog,0
kyudo,0
kyūdō,0
kószka,0
kózkowaty,0
kół,0
kółeczko,0
kółko,0
kółko graniasty,0
kółko i krzyżyk,0
kółko wzajemnej adoracja,1
kółkowicz,0
kącik,1
kącina,0
kądziel,0
kąpać się,1
kąpiel,0
kąpiel borowinowy,0
kąpiel gazowy,0
kąpiel kwasowęglowy,0
kąpiel leczniczy,0
kąpiel nasiadowy,0
kąpiel powietrzny,0
kąpiel słoneczny,0
kąpielisko,0
kąsaczokształtny,0
kąsaczowaty,0
kąseczek,0
kąsek,0
kąt godzinny,0
kąt kursowy,0
kąt półpełny,0
kąt żylny,0
kąteczek,1
kątek,1
kątnica,0
kątnik,0
kątnik domowy,0
kątnik domowy mniejszyć,0
kątnik domowy wielki,0
kątnik leśny,0
kątnik polny,0
kątnik rdzawy,0
kątnik wiejski,0
kątnik wielki,0
kątnik ścienny,0
kątowaty,0
kątozębny,0
kąśliwy,1
kć,0
kędzierzawość,0
kędzierzawy,0
kępa,0
kępiasty,0
kępka,0
kępkowcowaty,0
kęs,0
kęsek,0
kęsik,0
kęsisko,1
kłak,0
kłamany,1
kłamać,1
kłamca,1
kłamca lustracyjny,1
kłamczucha,1
kłamliwo,1
kłamliwy,1
kłapouchy,0
kłaść,1
kłaść głowę pod Ewangelia,1
kłaść na karb,1
kłaść na szala,1
kłaść na łopatka,1
kłaść się,0
kłaść się cień,1
kłaść zdrową głowę pod Ewangelia,1
kłobuk,0
kłodowy,0
kłodzki,0
kłopot,1
kłopotać,1
kłopotać się,1
kłopotek,0
kłopotek czarny,0
kłopotliwa,1
kłopotliwość,1
kłopotliwy,1
kłosiany,0
kłoskowiec,0
kłosowaty,0
kłośnicowaty,0
kłusownictwo,1
kłusownik,1
kłuć,1
kłuć w oko,1
kłykcina,0
kłykcina kończysty,0
kłócić,1
kłócić się,1
kłódkarz,0
kłótliwa,1
kłótliwość,1
kłótliwy,1
kłótnia,1
kłótnik,1
kłąb pszczelić,0
kłębczak,0
kłębek,0
kłębek nerwy,1
kłębiasty,0
kłębić,0
kłębosz białobrzegi,0
kłębosz nadwodny,0
kłębowisko,1
kłębowy,0
kłębuszek,1
l na 100 kwadratometr,0
l/100kwadratometr,0
laba,1
labet,0
labilność,1
labilny,1
labirynt,1
labiryntodont,0
labiryntowy,1
labolatorium,0
labolog,0
laborant,0
laboratorium,0
laboratorium biologiczny,0
laboratorium fizyczny,0
laboratorium galenowy,0
laboratorium odwoławczy,0
laboratorium referencyjny,0
laboratoryjna,0
laboratoryjny,0
labourzysta,0
labrador,0
labrador retriever,0
laburzysta,0
labuś,1
lachociąg,1
lacrossa,0
lada,0
ladaco,1
ladacznica,1
ladyn,0
laekenoisa,0
lafa,0
lafirynda,1
laga,1
lagerpeton,0
lagier,1
lagozucha,0
lagrowiec,0
lagrowy,0
laguna,0
lahar,0
laicki,1
laickość,1
laik,1
laikat,0
lajk,1
lajkonik,0
lajtowy,1
lakeland terrier,0
lakier,0
lakier do paznokieć,0
lakier do włos,0
lakiernia,0
lakiernik,0
lakierownia,0
lakonicznia,0
lakoniczność,1
lakoniczny,1
lakonizm,1
lakownicowaty,0
lakowy,0
lakoński,0
lakrymator,0
laksacja,0
laktarium,0
laktoowowegetarianizm,0
laktowegetarianizm,0
laktowegetariański,0
lakumazaur,0
lala,1
laleczka,1
lalkarstwo,0
lalkowaty,1
lalunia,1
lalusiowaty,1
laluś,1
lama,1
lamantyna,0
lambadziara,1
lambda,0
lambeozaur,0
lambert,0
lamelidoris,0
lamelka,0
lamentacyjny,1
lamentliwa,1
lamentliwy,1
lamentować,1
lamer,1
lamerski,1
lamerstwo,1
laminarny,0
laminatowy,0
lamna,0
lamna dwustępkowy,0
lamna śledziowy,0
lamnokształ,0
lamnowaty,0
lamparci,0
lamparcica,0
lamparcik,0
lampart,1
lampart morski,0
lampiarnia,0
lampownia,0
lampucera,1
lamus,1
lamusek,1
lamusik,0
lanckoroński,0
landara,1
lando,0
landratura,0
landryna,1
landrynka,1
landrynkowaty,1
landrynkowy,1
landszafta,0
landszturm,0
landtag,0
landwehra,0
landwera,0
landwerzysta,0
landy,0
langielski,0
langley,0
langsaks,0
langur hulman,0
langur książęcy,0
langur nilgiri,0
langur wspaniały,0
langusta,0
langusta europejski,0
langusta pospolity,0
langustowaty,0
langustynka,0
langwedocki,0
lanie,1
lanolinowy,0
lans,1
lapidarium,0
lapidarnić,0
lapidarność,1
lapidarny,1
lapisować,0
lapisowy,0
lapoński,0
lapseudonim,1
lapunder,0
lar,0
lararium,0
larghetto,0
largo,0
lari,0
lariozaur,0
larwa,0
larwalny,0
lary,0
laryngolog,0
laryngologia,0
larć,0
las deszczowy,0
las drągowy,0
las dziewiczy,0
las galeriowy,0
las iglasty,0
las liściasty,0
las mieszany,0
las monsunowy,0
las namorzynowy,0
las łęgowy,0
lasa,0
laseczka,1
laseczka jadu kiełbasiany,0
laseczka larwa,0
laseczka sienny,0
laseczka tężec,0
laseczka wąglik,0
laseczka zgorzeli gazowy,0
lasencja,1
laserowy,0
laserunek,0
laserunkowy,0
laska,0
laski,1
laskonogi,0
laskowanie,0
lasonogowaty,0
lasonóg,0
lasonóg brzegowy,0
lasonóg drobny,0
lasonóg jeziorny,0
lasonóg pospolity,0
lasonóg słupkooki,0
lasonóg wielki,0
lasonóg zachodny,0
lasostep,0
lasotundra,0
lasowy,0
lastrykarz,0
lasówka,0
lata matuzalemowy,0
lata matuzalowy,0
latający uniwersytet,0
latania,0
latanie precyzyjny,0
latanina,1
latarnia,0
latawica,1
latawiec,1
latać,1
lateks,0
latelional,0
latena,0
latencja,0
latenizacja,0
lateralnia,0
lateralny,0
laterytowy,0
latimeria,0
latimeriokształtny,0
latimeriopodobny,0
lativus,0
latko,1
lato,0
latolistek blady,0
latolistek cytrynka,0
latolistek kleopater,0
latopisarstwo,0
latorośl,1
latoś,0
latryna,0
latte,0
latte macchiato,0
latyfundium,0
latyfundysta,0
latynista,0
latynizator,0
latynoamerykański,0
latynoski,0
latyński,0
laudacyjny,0
laufer,0
laureat,1
laurka,0
laurkowy,1
laurowy,1
lawanikowa,0
lawatarz,0
lawaterz,0
laweciarz,0
lawendowy,0
lawina,1
lawina deskowy,0
lawina gruzowy,0
lawina piroklastyczny,0
lawina pyłowy,0
lawiniasty,1
lawiniaść,0
lawinowy,1
lawirant,1
lawirownik,1
layout,0
lazaret,0
lazaretowy,1
lazarysta,0
lazarytnie,0
lazjon,0
lazur,0
lazurowy,0
lazurytowy,0
lbficemininum,0
lbyły,0
lead,0
leader,1
leasing,0
leasing finansowy,0
leasing kapitałowy,0
leasing lombardowy,0
leasing zwrotny,0
leasingodawca,0
lebiega,1
lechicki,0
lecicha białoznaczny,0
lecicha mały,0
lecicha pospolity,0
lecicha południowy,0
lecieć,1
lecieć w chuj,1
lecieć w kulki,1
leciuchny,1
leciusieńki,1
leciuteńki,1
leciutki,1
leciuśki,1
lecznica,0
leczniczy,1
leczyć,1
lednica zbożowy,0
ledowy,0
ledwa,1
ledwie co,0
ledwie żywy,1
ledwo co,1
ledwo żywy,1
lefebrysta,0
lefoszówka,0
legacja,0
legalista,0
legalistyczniąć,0
legalistyczny,1
legalnia,1
legalność,1
legalny,1
legat papieski,0
legato,0
legator,0
legawiec,0
legać,0
legenda,1
legendarium,0
legendarnia,1
legendarność,0
legendarny,1
legendarz,0
legia,0
legion,0
legion rzymski,0
legionella,0
legionista,0
legislacja,0
legislacja wspólnotowy,0
legislacyjnie,0
legislacyjny,0
legislator,0
legislatywa,0
legislatywny,0
legista,0
legityma,0
legitymacja,0
legitymacja procesowy,0
legitymista,0
legnicki,0
legowisko,0
legwan,0
legwanowaty,0
lej,0
lej depresyjny,0
lej krasowy,0
lej mołdawski,0
lej rumuński,0
lej sufozyjny,0
lejbgwardia,0
lejek krasowy,0
lejek sufozyjny,0
lejka,0
lejkogębka,0
lejkouchowaty,0
lejkouszek,0
lejkowaty,0
lejkowcowaty,0
lejkowiec labiryntowy,0
lejnia,0
lejny,0
lejowaty,0
lek,0
lek.,0
lekarski,1
lekarz,0
lekarz dentysta,0
lekarz domowy,0
lekarz pierwszego kontakt,0
lekarz rodzinny,0
lekarz sztabowy,0
lekceważyć,1
lekcja,1
lekcyjka,0
lekcyjny,0
lekka artyleria,0
lekka atletyka,0
lekki,1
lekki chleb,1
lekki karabin maszynowy,0
lekki kawałek chleb,1
lekkoatletyka,0
lekkoduch,1
lekkoduchostwo,1
lekkoduszność,1
lekkoduszny,1
lekkodć,1
lekkomyślen,1
lekkomyślnik,1
lekkomyślność,1
lekkomyślny,1
lekkonogi,1
lekkostopy,1
lekkostrawnia,1
lekkostrawny,1
lekkozbrojny,0
lekkuchny,1
lekoman,0
lekowrażliwość,0
leksyka,0
leksykalizować się,0
leksykograf,0
leksykolog,0
leksykon,0
lektać,1
lektor,0
lektorium,0
lekturowy,0
lekuchny,1
lelkowaty,0
lelkowy,0
lemat Zassenhauać,0
leming,1
lemoniada,0
lemoniadowy,0
lempira,0
lemuić,0
lemur,0
lemur czerwonobrzuch,0
lemur ić,0
lemur karłowaty,0
lemur katta,0
lemur mokok,0
lemur rudoogonowy,0
lemur wełnisty,0
lemur łasicowaty,0
lemurek myszaty,0
lemurkowaty,0
lemurokształtny,0
lemurowaty,0
len austriacki,0
lenikowaa,0
leninista,0
leninowiec,0
leninowski,0
lenistwo,1
leniuch,1
leniuch ospały,0
leniuchować,1
leniuszek,1
leniwce dwupalczasty,0
leniwce trójpalczasty,0
leniwcowaty,0
leniwiec,1
leniwiec brazylijski,0
leniwiec grzywiasty,0
leniwo,1
leniwość,1
leniwy,1
lenić się,1
lennictwo,0
lenniczy,1
lennik,0
lenno,0
lenność,0
lenny,0
lento,0
lenung,0
leo,0
leonbergera,0
leopard,0
leopon,0
lepianka,1
lepiarka,0
lepidozaur,0
lepidozauromorfn,0
lepiej,1
lepilemurowaty,0
lepiszcze,1
lepić,1
lepić się,1
lepki,1
lepospondyl,0
leprechaun,0
leprozorium,0
lepsza poła,1
lepszy,1
lepszy gość,1
lepta,0
leptoceratops,0
leptoklid,0
leptonektea,0
leptopleuron,0
leptosomatyk,0
leptosomiczny,0
lesba,1
lesbijka,0
lesbijskość,0
lesbofobia,0
leser,1
lesistość,0
lesisty,0
leski,0
lessoniowaty,0
lessowy,0
leszczowy,0
leszczyna,0
leszczynianka,0
leszczynowy,0
leszczyński,0
letalny,1
letarg,1
letargiczny,1
letejski,0
letni,1
letniak,0
letnik,0
letnisko,0
letny,1
letyniec,0
letyniec szysznic,0
leukemia,0
leukocytopenia,0
leukocytoza,0
leukokoria,0
leukoma,0
leukopenia,0
leukoplakia,0
levela,0
lew amerykański,0
lew górski,0
lew jaskiniowy,0
lew morski,0
lew morski Steller,0
lew salonowy,1
lew workowaty,0
lewacki,1
lewackość,1
lewactwo,1
lewada,0
lewak,1
lewar,1
lewiatan,0
lewica,0
lewicować,1
lewicowiec,0
lewicowo - demokratyczny,0
lewicowość,0
lewicowy,0
lewirat,0
lewita,0
lewizna,1
lewka,0
lewo,0
lewoboczny,0
lewobrzeże,0
lewonożny,0
leworęczność,0
leworęczny,0
leworęki,1
lewoskrzydłowy,0
lewoskręt,0
lewoskrętnia,0
lewoskrętność,0
lewoskrętny,0
lewostronna,0
lewus,1
lewy,1
lewy prosty,0
lewy sierpowy,0
leń,1
leń patentowany,1
leń śmierdzieć,1
leśmianowski,0
leśnictwo,0
leśniczanka,0
leśniczówka,0
leśny,0
leśny dziadek,1
leżajski,0
leżakownia,0
leżalnia,0
leże,0
li,0
liang,0
liardzień,0
libacja,1
libański,0
liberalista,1
liberalizować,0
liberalnia,1
liberalność,1
liberalny,1
liberał,0
liberka,0
libertacja,0
libertyn,1
libertyński,1
liberum veto,0
liberyjny,0
libidinalny,0
libido,0
libonektea,0
libra,0
librecista,0
librysta,0
licealny,0
licencja,0
licencja otworzyć,0
licencja poetycki,0
licencja prawniczy,0
licencja przymusowy,0
licencjat,0
licencjonować,0
licentia poeticum,0
liceum,0
liceum ogólnokształcący,0
liceum plastyczny,0
liceum profilować,0
lichawy,1
lichenolog,0
lichewka,0
lichutki,1
lichwa,1
lichwiarski,1
lichwiarstwo,1
lichwiarzyć,1
lichy,1
licowy,0
licytacja,0
licytator,0
liczba,0
liczba Brinella,0
liczba Fibonacci,0
liczba Hittor,0
liczba cetanowy,0
liczba kwasowy,0
liczba obrót,0
liczba oktanowy,0
liczba w działanie,0
liczba zmiennoprzecinkowy,0
liczbowy,0
liczebność,0
liczebnąć,0
liczman,0
licznia,0
liczność,1
liczny,0
liczykrupa,1
liczyć,0
lid,0
lida,0
lider,1
lidwa,1
liga językowy,0
liga okręgowy,0
liga powiatowy,0
ligawa,0
ligać,1
ligać ,0
ligać się,1
ligninowy,0
ligowy,0
liguryjski,0
ligustrowy,0
lika,0
likaon,0
like,1
likenopsa,0
likierowy,0
likwidacja,1
likwidator szkoda,0
likwidować,1
likwidus,0
lila,0
lilaróż,0
lilaąć,0
liliowaty,0
liliowiec,0
liliowoczerwony,0
liliowoniebieski,0
lilioworóżowy,0
liliowy,0
lilipuci,0
liliput,1
liman,0
limaponcja,0
limbicznia,0
limbo,0
limbus,0
limetkowy,0
limfatyczny,0
limfocytopenia,0
limfocytoza,0
limfogranulomatoza,0
limfoidalny,0
limfopenia,0
limit kredytowy,0
limit połowowy,0
limita,0
limitacja,0
limitowy,0
limnolog,0
limo,1
limonkowy,0
limonowy,0
lincz,1
lineacja,0
linearniy,0
linearny,0
lingwetka,0
lingwista,0
lingwistyczniąć,0
linia,0
linia brzegowy,0
linia czysty,0
linia demarkacyjny,0
linia filogenetyczny,0
linia front,0
linia hodowlany,0
linia kredytowy,0
linia lotniczy,0
linia macierzysty,0
linia metrum,0
linia męski,0
linia natrzeć,0
linia obrona,0
linia ojczysty,0
linia ostępowy,0
linia pierwiastkowy,0
linia po kądziel,0
linia po miecz,0
linia podstawowy,0
linia tramwajowy,0
linia wiecznego śnieg,0
linia wodny,0
linia śnieg,0
linia śrubowy,0
linia żeński,0
linie lotniczy,0
linie oceaniczny,0
linijka,0
liniować,0
liniowiec,0
liniowy,0
linka poręczowy,0
linotypista,0
linować,0
linzang,0
linzang cętkowany,0
linzang pręgowany,0
liofilizować,0
liofilowy,0
liofobowy,0
liopelmowaty,0
liopleurodon,0
lioński,0
lipa,0
lipard,0
lipcowy,0
lipcówka,0
lipecki,0
lipiec,0
lipina,0
lipność,1
lipny,1
lipnąć,1
lipoproteinowy,0
lipować,0
lipowy,0
lipski,0
lira,0
lira izraelski,0
lira maltański,0
lira turecki,0
lirnik,0
lirogon,0
lironos,0
lironos australijski,0
lironosowaty,0
lirowaty,0
liryczność,1
liryczny,1
lirycć,0
liryka,1
liryzm,1
lis,0
lis Azara,0
lis Cozjść,0
lis Darwino,0
lis afgański,0
lis afrykański,0
lis andyjski,0
lis argentyński,0
lis bengalski,0
lis brazylijski,0
lis długouchy,0
lis japoński,0
lis kama,0
lis kapski,0
lis krabojad,0
lis morski,0
lis pampasowy,0
lis piaskowy,0
lis polarny,0
lis pospolity,0
lis przylądkowy,0
lis płowy,0
lis rudy,0
lis sechur,0
lis siwy,0
lis srebrny,0
lis stepowy,0
lis tybetański,0
lis wielkouchy,0
lis wirginijski,0
lis wyspowy,0
lisenąć,0
lisi,1
lisica,0
lisiątko,0
lisię,0
lisoszakal,0
lisoszakal andyjski,0
lisowaty,1
list komisyjny,0
list prowizyjny,0
list zastawny,0
lista,0
lista krajowy,0
lista ogólnopolski,0
listek figowy,1
listeria,0
listkowiec cytrynka,0
listkowy,0
listnik,0
listny,0
listonosz,0
listopad,0
listopadowy,0
listować,0
listowie,0
listownia,0
listownicowiec,0
listowny,0
listwiłły,0
liszaj,0
liszaj rumieniowaty,0
liszajowaty,1
liszka,0
liszkarz,0
liszkarz mniejszyć,0
liszkarz tęcznik,0
liszkojad,0
liszyć,1
liszyć się,1
lisówkowate,0
literacik,1
literacina,1
literacki,1
literackość,1
literalnia,0
literalność,0
literalny,0
literata,0
literatka,0
literatura,0
literatura dworski,0
literatura dydaktyczny,0
literatura fakt,0
literatura jarmarczny,0
literatura konspiracyjny,0
literatura lagrowy,0
literatura narodowy,0
literatura obozowy,0
literatura odpustowy,0
literatura okolicznościowy,0
literatura pamiętnikarski,0
literatura parenetyczny,0
literatura piękny,0
literatura popularny,0
literatura powszechny,0
literatura produkcyjny,0
literatura sowizdrzalski,0
literatura uzupełniający,0
literatura wagonowy,1
literatura zaangażować,0
literaturoznawca,0
literka,1
litewski,0
litewskość,0
litobentos,0
litograf,0
litolog,0
litoptern,0
litoral,0
litosfera,0
litosfera kontynentalny,0
litosfera oceaniczny,0
litowanie się,1
litościwić,1
litościwość,1
litościwy,1
litośnąć,0
litość,1
litr,0
litra,0
litraż,0
litrów na 100 kwadratometr,0
litrów na sto kilometr,0
litrówka,0
lituanista,0
liturgista,0
litwacki,0
litwak,0
litworowy,0
lity,0
lityczny,0
lityyć,0
liverpoolski,0
living room,0
living-room,0
liwr,0
liyć,0
liznąć,1
lizol,0
lizus,1
lizusostwo,1
lizusowski,1
liściak,0
liściarka,0
liściasty,0
liściec,0
liściec dwuoki,0
liściec olbrzymi,0
liścień afrykański,0
liścionos,0
liścionosowaty,0
liścionóg,0
liścioraki,0
liściowaty,0
liściowy,0
liściozwój,0
lkm,0
llanos,0
llać,0
lmorze,0
lniany,0
lnisko,0
lobba,1
lobbista,0
lobbysta,0
lobelia,0
lobelina,0
lobować,0
locativus,0
locha,1
lochać,0
lodoszreń,0
lodowaty,1
lodowczyk,0
lodowisko,0
lodownia,1
lodowy,1
lodziarnia,0
lodziarstwo,0
lodziarz,0
lodówka,0
lodżia,0
lofotrochowiec,0
loft,0
logarytm,0
logarytm Neper,0
logarytm binarny,0
logarytm dwójkowy,0
logarytm dziesiętny,0
logarytm hiperboliczny,0
logarytm naturalny,0
loggia,0
logicznia,1
logiczność,1
logiczny,1
logika,1
logistyczniąć,0
logistyczny,0
logistyka,0
logo,0
logofet,0
logograf,0
logogryf,0
logomachia,1
logopatolog,0
logopeda,0
logorea,0
logos,0
lojalista,0
lojalistyczny,1
lojalizm,1
lojalnia,1
lojalność,1
lojalny,1
lokacja,0
lokacja atelierowy,0
lokaj,0
lokajczyk,0
lokajski,1
lokajstwo,1
lokal,0
lokal socjalny,0
lokal użytkowy,0
lokalik,0
lokalizacja,0
lokalizacyjny,0
lokalnia,0
lokalność,0
lokalny,0
lokalówka,1
lokata,0
lokata dewizowy,0
lokata dwuwalutowy,0
lokata dynamiczny,0
lokata międzybankowy,0
lokata progresywny,0
lokata rentierski,0
lokata terminowy,0
lokator,0
lokomotywownia,0
lokować,0
lokum,0
lolita,1
lolitka,1
lombard,0
lombardzki,0
lomber,0
lombr,0
londyński,0
long,0
long drink,0
longer,0
longiskwamój,0
longobardzki,0
lontownica,0
lookizm,0
loop,0
looping,0
looser,1
lord,0
lord major,0
lord protektor,0
lordostwo,1
lordowski,1
lordoza,0
lordoza lędźwiowy,0
lordówna,0
lorenc,0
lorentzowski,0
lori kalabarski,0
lori kukangielski,0
lori mały,0
lori potto,0
lori wysmukły,0
loris,0
lorisowaty,0
lorneta,0
lornetkowy,0
los,1
loser,1
losowość,0
losowy,0
loteria,0
loteria fantowy,0
loteryjka,0
lotka,0
lotnia,1
lotniarstwo,0
lotnictwo,0
lotnictwo sportowy,0
lotnictwo wojskowy,0
lotnik,0
lotnisko,0
lotnisko miejski,0
lotnisko wojskowy,0
lotność,1
lotny,1
loto,0
lotokotowaty,0
lotopałankowaty,0
lotosowy,0
lotto,0
loty narciarski,0
lowcostowy,0
lowelas,1
loża,0
loża adopcyjny,0
loża honorowy,1
loża masoński,0
loża prasowy,0
loża symboliczny,0
loża wolnomularski,0
lubawski,0
lubecki,0
lubelski,0
lubieżnia,1
lubieżnica,1
lubieżnik,1
lubieżny,1
lubik białopręga,0
lubić,1
lubić się,1
lubuski,0
lucyferyczny,1
lud,0
luddysta,0
ludek,1
ludlow,0
ludnia,0
ludność,0
ludny,0
ludobójca,1
ludobójstwo,1
ludojad,0
ludolfina,0
ludolog,0
ludoman,1
ludomania,1
ludowiec,0
ludowość,0
ludowy,0
ludoznawca,0
ludoznawczy,0
ludożerczy,1
ludożerstwo,0
ludwik,0
ludwikowski,0
ludwisarnia,0
ludy turański,0
ludyczność,1
ludyczny,0
ludyzm,0
ludyąć,1
ludzie czyn,1
ludzie praca,0
ludzik,1
ludziska,1
ludzić,0
ludzka szmata,1
ludzki,1
ludzkość,0
lufa,1
lufka,0
luidor,0
luizyt,0
luj,1
lujka,1
luk bagażowy,0
luk ładunkowy,0
luka,0
luka deflacyjny,0
luka inflacyjny,0
luka stratygraficzny,0
lukać,1
lukratywn,1
lukratywność,1
lukratywny,1
lukrecjowy,1
lukrować,1
lukrowy,1
luks,0
luksemburski,0
luksus,1
luksusowy,1
lukullusowy,1
lulać,1
lum,0
lumberseksualizm,0
lumberseksualność,0
lumberseksualny,1
lumen,0
luminacja,0
luminancja,0
luminarz,1
luminescencyjny,0
lump,1
lumpeks,1
lumpenproletariat,1
lumpenproletariusz,0
lumpex,1
lumpka,0
lunacja,0
lunapark,0
lunaparkowy,1
lunarny,0
lunatycznie,1
lunatyczny,0
lunatyk,0
lunonauta,0
lupanar,0
lurowaty,1
lustrzan,0
lustrzany,1
lutet,0
lutniczy,0
lutniowy,0
lutnąć,1
lutowacz,0
lutować,1
lutować się,1
lutownik,0
lutowy,0
luty,0
luz,1
luza,0
luzacki,1
luzackość,1
luzak,1
luźn,1
luźność,0
luźny,1
lwea,0
lwi,1
lwi piesek,0
lwia część,1
lwia spółka,1
lwiarnia,0
lwiatka,0
lwiatka złotogłowy,0
lwica,1
lwinkowaty,0
lwiątko,0
lwię,0
lwowski,0
lygrys,0
lyoński,0
lystrozaur,0
lód,0
lóżka,0
ląc się,0
ląd,0
lądowisko,0
lądowy,0
lądzieniowaty,0
lęborski,0
lędźwiowy,0
lęg,0
lęgniowiec,0
lęgnąć się,0
lęgowisko,0
lęk,1
lęk dezintegracyjny,0
lęk kastracyjny,0
lęk przestrzeń,1
lęk separacyjny,0
lęk wysokość,1
lękliwość,1
lękliwy,1
lęklić,1
